acteurs,annee,description,duree,genre,nombreDeSaisons,nombreEpisodes,paysOrigine,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Alo Kõrve,Maarja Johanna Mägi,Siim Kelner",Depuis 2022,"Au XVème siècle, dans l'ancienne Tallinn, le jeune apothicaire Melchior est connu pour son esprit éclairé et son ingéniosité. Après le meurtre sauvage d’un haut responsable de l'Ordre des chevaliers teutoniques retrouvé décapité, le commandant de la garnison lui confie la tâche de débusquer l’assassin. Sans lien apparent, le prieur du monastère meurt empoisonné quelques jours plus tard. Alors que le mystère s’épaissit, Melchior est encore loin de soupçonner que son enquête va le mener sur la trace d'un des secrets les mieux gardés de l'église catholique.",45 min,"Policier,Historique,Thriller",1 Saison,, Estonie,Elmo Nüganen,"2,9",,Melchior l'apothicaire,Apteeker Melchior
"Terrence Howard,Taraji P. Henson,Bryshere Y. Gray",2015 - 2020,"Lucious Lyon, ancienne star du hip-hop, est devenu en l'espace d'une vingtaine d'années l'un des plus riches producteurs de disques Américains. Atteint d'une grave maladie, ses jours sont comptés. Il ne lui reste donc plus beaucoup de temps pour désigner son successeur parmi ses trois fils. Deux sont des artistes débutants, très différents mais soudés, tandis que le troisième est un homme d'affaires prêt à tout pour obtenir la position qu'il croit lui revenir de droit. Alors que la famille est sur le point de se déchirer, Cookie, la matriarche, en prison depuis 17 ans, retourne parmi les siens et sème encore un peu plus le trouble. Elle a des comptes à régler et une vengeance à assouvir.",42 min,"Drame,Musical",6 Saisons,121 Episodes, U.S.A.,"Lee Daniels,Danny Strong","3,6","4,2",Empire (2015),
"Jaime Lorente,Alicia Sanz,Elia Galera",Depuis 2020,"Un homme pris entre deux mondes et deux cultures. Un noble, un héros, un mercenaire, un vassal, mais aussi un homme qui aurait pu être roi. El Cid avait des siècles d'avance sur son temps et a été transcendé par sa propre légende.",60 min,"Drame,Historique",2 Saisons,10 Episodes, Espagne,,"3,8",,El Cid,
"Bianca Comparato,Vaneza Oliveira,Rodolfo Valente",2016 - 2020,"3% nous plonge dans une société dystopique divisée en deux : d’un côté les riches (3% de la population) et de l’autre les pauvres. Pour pouvoir accéder à la plus haute strate, les participants n’auront le droit qu’à une seule chance et se départageront autour d’épreuves. Mais seulement 3% d’entre eux arrivera au bout…",47 min,"Drame,Science Fiction,Thriller",4 Saisons,33 Episodes, Brésil,"Cesar Charlone,Pedro Aguilera","2,3","3,9",3%,
"Catherine Reitman,Catherine Reitman,Enuka Okuma",Depuis 2017,"Qu'il s'agisse de faire appel aux grands-parents ou de gérer la dépression post-partum, ces mères et amies redécouvrent la vie après la naissance de leur bébé.",30 min,"Comédie,Drame",7 Saisons,83 Episodes, Canada,Catherine Reitman,"4,1",,Workin' Moms,
"Yūya Hirose,Maaya Uchida,Kuramochi Wakana",Depuis 2022,"Alto Goldfilled est étudiant dans une académie magique et vise à devenir un maître de toute magie. Cependant, alors qu'il est sur le point d'échouer lors d'un cours, il trouve un vieux grimoire d'invocations. Suivant les instructions du grimoire, Alto inscrit un cercle magique et finit par invoquer un puissant démon nommé Vermeil. Ce dernier fut scellé il y a longtemps, mais Alto décide d'en faire son familier. En échange, Vermeil demande occasionnellement de l'énergie magique à Alto.",24 min,"Animation,Comédie,Fantastique",1 Saison,12 Episodes, Japon,,"3,5",,Vermeil in Gold,Kinsou no Vermeil : Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu
"Stella Maeve,Olivia Taylor Dudley,Hale Appleman",2016 - 2020,"Bientôt diplômé, Quentin Coldwater a du mal à se projeter dans son avenir en laissant de côté la magie qui le passionne depuis sa tendre enfance. A sa grande surprise, le jeune homme est admis à Brakebills, une école secrète qui forme les futurs magiciens. Il y fait la connaissance d'Alice, Penny, Margo et Eliot , avec lesquels il entretient des relations tantôt complices et souvent conflictuelles. Ensemble, ils vont pourtant devoir faire face à de grands dangers, des forces maléfiques venus de contrées insoupçonnées. Pendant ce temps, Julia, la meilleure amie de Quentin, qui a échoué aux tests d'admission de Brakebills, suit son propre chemin. Un chemin obscur et dangereux qui pourait la mener à sa perte...",52 min,"Drame,Fantastique",5 Saisons,65 Episodes, U.S.A.,"John McNamara,Sera Gamble","3,9",,The Magicians,
"Niv Sultan,Shaun Toub,Shervin Alenabi",Depuis 2020,"Tamar Rabinyan est une agente du Mossad et hackeuse. Pour sa première mission, elle est envoyée à Téhéran, en Iran, son lieu de naissance. Elle est chargée de neutraliser les défenses aériennes du pays afin d'empêcher l'Iran de se procurer la bombe atomique. Cependant, son objectif échoue. Tamar devient alors une hors-la-loi...",45 min,"Drame,Espionnage",3 Saisons,16 Episodes, Israël,"Moshe Zonder,Dana Eden,Maor Kohn","4,1",,Téhéran,Tehran
"Mark Bonnar,Mark Bonnar,Jamie Sives",Depuis 2019,"Deux frères écossais, Max et Jake, tuent accidentellement un vieil homme dans une rue sombre. Après avoir pris la décision de camoufler leur crime, les frères pensent être tirés d'affaire. Les proches du défunt commencent à soupçonner que sa mort n’est peut-être pas aussi innocente qu’ils le pensaient...",60 min,"Policier,Drame",2 Saisons,12 Episodes, Grande-Bretagne,Neil Forsyth,"3,4",,Petit meurtre en famille,Guilt
"Molly Parker,Toby Stephens,Maxwell Jenkins (II)",2018 - 2021,"La famille Robinson a été sélectionnée pour avoir la possibilité de reconstruire leur vie dans un monde meilleur. Mais lorsque les colons font face à des difficultés pour accéder à leur nouveau foyer, ils vont devoir forger de nouvelles alliances et travailler ensemble afin de pouvoir survivre dans cet environnement étranger et hostile se situant à des années-lumière de leur destination initiale.",60 min,"Aventure,Drame,Science Fiction",3 Saisons,28 Episodes, U.S.A.,"Matt Sazama,Burk Sharpless","3,8","3,6",Perdus dans l'espace (2018),Lost in Space (2018)
"John Cena,Danielle Brooks,Freddie Stroma",Depuis 2022,Spin-off au film The Suicide Squad consacré à l'anti-héros incarné par John Cena !,50 min,"Action,Comédie,Fantastique",2 Saisons,16 Episodes, U.S.A.,James Gunn,"3,4","4,0",Peacemaker,
"Scott Bakula,Vanessa Ferlito,Necar Zadegan",2014 - 2021,"Les enquêtes du NCIS dans la Big Easy, une ville de la Nouvelle-Orléans connue pour sa musique, le divertissement et la décadence. Menée par Dwayne Pride, dit ""le King"", l’équipe se compose de Christopher LaSalle, un agent spécial qui travaille très dur, mais aussi de la charismatique Meredith Brody, transférée depuis peu, et à la recherche d’un nouveau départ. Pour les aider, le Dr Loretta Wade, aussi excentrique qu’intelligente, intervient en tant que médecin légiste. Cette ville haute en couleurs, abrite également un côté sombre …",42 min,"Policier,Drame",7 Saisons,155 Episodes, U.S.A.,Gary Glasberg,"3,3",,NCIS : Nouvelle-Orléans,NCIS: New Orleans
"Emma Stone,Jonah Hill,Justin Theroux",Depuis 2018,Deux inconnus en difficulté se rencontrent pendant un essai clinique hallucinant mené par un médecin qui a des problèmes avec sa mère et un ordinateur émotif.,40 min,"Comédie,Drame",1 Saison,10 Episodes, U.S.A.,Patrick Somerville,"3,8","3,8",Maniac (2018),
"Chine Thybaud,Stéphane De Groodt,Valérie Karsenti",Depuis 2023,"Toulouse Lautrec raconte la vie d’un lycée pas comme les autres. Un lycée qui accueille des élèves en situation de handicap, comme Marie-Antoinette, une pétillante tétraplégique, ou Charlie, atteinte d’une tumeur au cerveau.,Mais aussi des élèves valides, comme Victoire, une jeune adolescente contrainte d’intégrer cet endroit hors-norme pour suivre son frère et qui va, bien que réfractaire au départ, dépasser peu à peu ses préjugés. Elle va y découvrir l’amitié, l’amour, la solidarité. Le courage et la force de tous ses camarades, mais aussi la dévotion et l’altruisme des parents et du corps enseignant. Tous ces héros du quotidien vont la bouleverser et changer sa vie à jamais.",52 min,"Comédie,Drame",2 Saisons,12 Episodes, France,Fanny Riedberger,"4,2","3,8",Lycée Toulouse-Lautrec,
"Matthew Goode,Teresa Palmer,Edward Bluemel",Depuis 2018,"Diana, une jeune historienne à l'Université d'Oxford qui se trouve être une descendante des sorcières de Salem, est forcée d'embrasser sa destinée de sorcière lorsqu'elle ouvre par mégarde un livre magique. Elle va alors découvrir un univers surnaturel qu'elle ne soupçonnait pas et va croiser le chemin de Matthew, un vampire de 1500 ans au charme ravageur, avec qui elle va bientôt débuter une histoire d'amour interdite.",60 min,"Drame,Fantastique",3 Saisons,25 Episodes, Grande-Bretagne,Kate Brooke,"4,1",,Le Livre perdu des sortilèges : A Discovery Of Witches,A Discovery of Witches
"Blanca Suárez,Iván Marcos,Francesc Garrido",Depuis 2021,"Dans l'Espagne des années 1960, une survivante de l'Holocauste rejoint un groupe de justiciers qui pourchassent les centaines de Nazis ayant fui vers leur pays.",45 min,"Drame,Thriller",1 Saison,6 Episodes, Espagne,"Ramón Campos,Gema R. Neira","3,0",,Jaguar,
"Zoe Kazan,Betty Gabriel,Adrian Grenier",2021,"Père aimant, mari dévoué et frère attentionné, Nick Brewer disparaît mystérieusement. Une vidéo diffusée sur Internet le montre couvert d'ecchymoses, tenant un carton sur lequel est écrit ""Je maltraite les femmes. À 5 millions de vues, je mourrai"". S'agit-il d'une menace ? D'une confession ? Des deux ? En cherchant à le sauver, sa sœur et son épouse découvrent une facette de Nick dont elles ignoraient l'existence.",60 min,Thriller,1 Saison,8 Episodes, Australie,"Christian White (II),Tony Ayres","2,2","3,7",Clickbait,
"Ivana Baquero,Ivana Baquero,Jon Kortajarena",Depuis 2019,"Dans les années 1940, un luxueux paquebot relie l'Espagne à Rio de Janeiro. À son bord, deux sœurs inséparables, un bel officier, et quelques cadavres mystérieux...",50 min,"Policier,Drame,Thriller",3 Saisons,22 Episodes, Espagne,"Gema R. Neira,Ramón Campos","3,6",,Alta Mar,
"Regina King,Jean Smart,Don Johnson",2019,"Tulsa, Oklahoma, de nos jours. Il y a 3 ans de cela, un groupe de suprématistes blancs appelés «La septième Cavalerie» s’est attaqué à tous les policiers de la ville ainsi qu’à leurs familles. Afin de protéger leur identité depuis cette attaque poétiquement surnommée «La Nuit Blanche» les policiers portent désormais un bandana jaune afin de conserver leur anonymat. Profondément marqués par cette nuit tragique, Angela Abar et le chef de la police de Tulsa, Judd Crawford, décident d’enquêter de concert sur ce groupuscule et ses adeptes.",60 min,"Action,Drame,Science Fiction",1 Saison,9 Episodes, U.S.A.,Damon Lindelof,"4,0","3,9",Watchmen,
"Sam Louwyck,Louis Talpe,Lien De Graeve",2021,"Dans sa caserne, une équipe de pompiers très soudée cherche un équilibre entre un job dangereux et stressant, des épreuves personnelles et des revers professionnels.",60 min,Drame,2 Saisons,20 Episodes, Belgique,"Toon Anthoni,Jasper Moeyaert,Carl Plaisier","3,4",,Under Fire,Onder Vuur
"Kerry Washington,Darby Stanchfield,Katie Lowes",2012 - 2018,"La vie professionnelle et personnelle d'une experte en relations publiques, Olivia Pope, particulièrement réputée pour sa gestion des crises, et de son staff, composé d'avocats débutants et confirmés, d'un expert en litige, d'un hacker et d'une détective. Fitzgerald Grant, le président des Etats-Unis, est un vieil ami d'Olivia qui demande son aide lorsqu'une de ses assistantes fait courir le bruit qu'ils couchent ensemble. Et ce n'est que le début d'un scandale bien plus grand aux répercussions désastreuses...",42 min,Drame,7 Saisons,124 Episodes, U.S.A.,Shonda Rhimes,"4,2",,Scandal,
"Annelise Hesme,Annelise Hesme,Nina Melo",2015 - 2021,"À 39 ans, Nina se retrouve infirmière stagiaire sous les ordres de Léo, une ""gamine"" de quinze ans sa cadette, dotée d'un tempérament difficile, et du Dr. Proust qui s'amuse à lui faire peur... Pas simple !,D'autant que pour tous, Nina est la femme du patron, Costa Antonakis, son ex avec lequel rien n'est vraiment réglé malgré leur divorce. Mais après avoir soigné Lily, leur fille, pendant dix ans, rien ne fait peur à Nina !,Forte de ses années passées dans les hôpitaux au contact des médecins comme des infirmières et des aides-soignats, Nina, fille d'un grand interniste et d'une obstétricienne renommée, prend le risque de les décevoir pour tracer son propre chemin dans l'univers hospitalier auquel elle ne peut décidément pas échapper...,L'écoute et le soin comme profession de foi, l'envie de vivre et d'aimer comme prescription...",52 min,"Drame,Médical",6 Saisons,56 Episodes, France,"Alain Robillard,Thalia Rebinsky","1,7","3,1",Nina,
,Depuis 2018,"Cette histoire de crime réel débute par l'horrible mort d'un livreur de pizza braquant une banque avec une bombe autour du cou. A partir de là, tout devient étrange.",48 min,Documentaire,1 Saison,, U.S.A.,,"3,9",,Les génies du mal,Evil Genius: The True Story Of America's Most Diabolical Bank Heist
"Sofia Essaïdi,Olivier Marchal,Lorànt Deutsch",2021 - 1970,"Au lendemain de Noël 1999, Charlotte Meyer, une petite fille de 11 ans, disparaît sans laisser de traces. Le capitaine Pierre Castaing, en charge de l’enquête, échoue à la retrouver. A quelques centaines de kilomètres de là, une jeune enquêtrice se trouve confrontée à une disparition similaire…",52 min,"Policier,Drame",2 Saisons,12 Episodes, France,"Anne Landois,Gaëlle Bellan","3,7","3,7",La Promesse,
"Ji-hoon Ju,Ryu Seung-Ryong,Doona Bae",Depuis 2019,"Dans un royaume rongé par la corruption et la famine, un mystérieux fléau se propage et les morts se transforment en monstres. Le prince héritier, accusé de trahison mais prêt à tout pour sauver son peuple, se donne pour mission de découvrir l'origine de ce mal qui sévit dans l'ombre.",60 min,"Historique,Epouvante-horreur,Thriller",2 Saisons,12 Episodes, Corée du Sud,Seong Hun Kim,"4,2",,Kingdom,
"Sarah Lancashire,Sarah Lancashire,James Norton",2014 - 2023,"Catherine Cawood, mène une vie qui n’est pas de tout repos. Elle occupe la fonction d'agent de police dans le Yorkshire. Divorcée, elle élève le jeune fils de sa fille et tente de se remettre de son suicide survenu huit ans plus tôt. Alors qu'elle semble finalement reprendre le dessus, elle apprend que Tommy Lee Royce, l'homme qu'elle juge responsable de ce suicide, sort de prison ayant purgé une peine pour d'autres faits. Parallèlement, Kevin Weatherill, un agent comptable, s’allie à une organisation criminelle pour préparer le rapt de la fille de son patron Nevison Gallagher qui a refusé de lui accorder une augmentation...",60 min,"Policier,Drame",3 Saisons,18 Episodes, Grande-Bretagne,Sally Wainwright,"4,3",,Happy Valley,
"Mckenna Grace,Gabriel Bateman,Cedric Joe",Depuis 2021,"Une mini-série anthologique mêlant horreur et comédie, adaptée des comic-books de R.L. Stine.",30 min,"Comédie,Fantastique,Epouvante-horreur",1 Saison,8 Episodes, U.S.A.,Seth Grahame-Smith,"3,0",,De l'autre côté,Just Beyond
